dir,protein_1,protein_2,RMSD after refinement,Number of aligned atoms after refinement,Number of refinement cycles,RMSD before refinement,Number of aligned atoms before refinement,Raw alignment score,Number of residues aligned
PLA2,Hh03G008694,Hh14G020926,0.722434878,511,5,4.787021637,711,230.5,113
PLA2,Hh03G008694,Hh16G021921,9.560726166,1102,5,26.3114624,1462,227.5,232
PLA2,Hh04G011863,Hh07G017101,1.017678976,835,5,23.91605759,1206,448,184
PLA2,Hh04G011863,Hh11G019716,6.034738064,185,5,7.976466179,213,38,34
PLA2,Hh04G011863,Hh14G020926,17.25021172,529,1,17.25021172,529,58,85
PLA2,Hh06G015957,Hh14G020926,1.129543781,532,5,7.872074127,852,263,132
PLA2,Hh06G015957,Hh16G021921,1.280696511,374,5,6.134544373,536,172,80
PLA2,Hh11G019715,Hh14G020926,1.30576098,387,5,9.599153519,552,171,84
PLA2,Hh11G019716,Hh16G021921,14.7922821,596,5,15.95506001,623,116.5,97
PLA2,Hh11G019743,Hh14G020926,10.0602026,469,2,10.12774372,471,65,75
PLA2,Hh14G020926,Hh16G021921,0.509367704,479,5,2.070631027,677,231.5,104
3FTx,Hh02G004177,Hh03G008612,6.1286273,112,5,7.049372196,121,23,20
3FTx,Hh02G004177,Hh03G008631,7.979063511,199,5,13.41246033,243,103,34
3FTx,Hh02G004177,Hh03G023188,3.410802841,160,4,3.709809065,167,70.5,28
3FTx,Hh02G004177,Hh03G023189,3.412606478,159,3,3.715123415,166,65.5,28
3FTx,Hh02G004177,Hh03G023190,3.410803556,160,4,3.709808826,167,70.5,28
3FTx,Hh02G004177,HhUnG022166,12.42540455,219,4,15.80160427,243,103,34
3FTx,Hh02G004177,HhUnG023191,3.410806894,160,4,3.709812403,167,70.5,28
3FTx,Hh02G004177,HhUnG023192,3.412608147,159,3,3.715125799,166,65.5,28
3FTx,Hh02G005288,Hh03G008612,6.788817883,119,3,6.983104706,121,24,20
3FTx,Hh02G005288,Hh03G023188,3.98226738,138,5,4.869005203,153,55.5,26
3FTx,Hh02G005288,Hh03G023189,4.037149906,138,5,4.857520103,152,50.5,26
3FTx,Hh02G005288,Hh03G023190,3.98226738,138,5,4.869001865,153,55.5,26
3FTx,Hh02G005288,HhUnG023192,4.037148476,138,5,4.85751915,152,50.5,26
3FTx,Hh03G008612,Hh03G008631,7.331491947,243,5,12.93877888,288,68.5,43
3FTx,Hh03G008612,Hh03G023188,2.749578476,326,5,4.560575485,396,143.5,57
3FTx,Hh03G008612,Hh03G023189,3.371767282,340,5,4.95531702,396,143.5,57
3FTx,Hh03G008612,Hh03G023190,2.749579191,326,5,4.560577393,396,143.5,57
3FTx,Hh03G008612,HhUnG023191,2.749580383,326,5,4.560578823,396,143.5,57
3FTx,Hh03G008612,HhUnG023192,3.371772051,340,5,4.955321312,396,143.5,57
3FTx,Hh03G008631,Hh03G023188,5.468467236,270,5,13.12505531,343,211,47
3FTx,Hh03G008631,Hh03G023189,5.776200294,276,5,13.11622334,343,211,47
3FTx,Hh03G008631,HhUnG022166,15.50452614,993,5,22.07241631,1152,747.5,147
3FTx,Hh03G008631,HhUnG023191,5.468459606,270,5,13.12505245,343,211,47
3FTx,Hh03G008631,HhUnG023192,5.776199818,276,5,13.11622429,343,211,47
3FTx,Hh03G023188,Hh03G023189,0.064009495,428,5,1.159749746,615,450,81
3FTx,Hh03G023188,HhUnG023192,0.064009443,428,5,1.159748554,615,450,81
3FTx,Hh03G023189,Hh03G023190,0.064007938,428,5,1.159753919,615,450,81
3FTx,Hh03G023189,HhUnG022166,9.305148125,245,4,11.65545464,266,199,34
3FTx,Hh03G023189,HhUnG023191,0.064010032,428,5,1.159753561,615,450,81
3FTx,Hh03G023190,HhUnG023192,0.064007752,428,5,1.159752846,615,450,81
3FTx,HhUnG022166,HhUnG023191,9.315693855,245,4,11.75077057,266,199,34
3FTx,HhUnG023191,HhUnG023192,0.064009778,428,5,1.159752369,615,450,81
CRISP,Hh01G000001,Hh01G002297,0.29788816,887,5,16.65111542,1166,752,150
CRISP,Hh01G000001,Hh02G004717,0.666125774,48,5,2.098572254,68,28,11
CRISP,Hh01G000001,Hh03G008934,0.604698062,489,5,3.509505033,662,144.5,100
CRISP,Hh01G000001,Hh03G008935,0.833740056,431,5,10.22125721,677,139.5,98
CRISP,Hh01G000001,Hh03G010271,0.868750513,551,5,12.53364468,835,167,126
CRISP,Hh01G000001,Hh03G010642,1.308935881,535,5,16.89272118,809,147,123
CRISP,Hh01G000001,Hh04G012535,0.557144046,502,5,3.526119471,690,150,104
CRISP,Hh01G000001,Hh05G015075,1.740737557,480,5,5.013229847,643,129.5,96
CRISP,Hh01G000001,Hh10G019333,0.531507254,505,5,4.572869778,703,155.5,106
CRISP,Hh01G000001,HhUnG022429,1.318338275,534,5,15.40411568,809,147,123
CRISP,Hh01G000001,HhUnG022502,0.542517304,564,5,10.15999413,802,503.5,103
CRISP,Hh01G000001,HhUnG022504,0.423523784,47,5,2.028064966,68,28,11
CRISP,Hh01G000001,HhUnG022505,0.531034172,555,5,10.40602016,789,490.5,103
CRISP,Hh01G002297,Hh03G008934,0.647871733,459,5,3.52056241,623,131,94
CRISP,Hh01G002297,Hh03G008935,0.912993789,441,5,10.09486294,666,130.5,98
CRISP,Hh01G002297,Hh03G010642,1.255897999,543,5,18.01567268,802,140.5,123
CRISP,Hh01G002297,Hh04G012535,0.695155799,539,5,4.579595566,807,154,121
CRISP,Hh01G002297,Hh05G015075,1.916636586,488,5,9.443416595,673,130,101
CRISP,Hh01G002297,Hh10G019333,0.560042858,466,5,3.518922329,674,139.5,102
CRISP,Hh01G002297,HhUnG022429,1.270169139,543,5,16.65006447,802,140.5,123
CRISP,Hh01G002297,HhUnG022505,0.761988163,602,5,14.84394741,882,498,117
CRISP,Hh02G004717,Hh03G008934,6.325479507,215,5,7.448643684,229,73.5,38
CRISP,Hh02G004717,Hh03G010271,5.584489822,263,5,8.299113274,314,75.5,51
CRISP,Hh02G004717,Hh05G015075,3.698897839,144,4,4.144320965,152,34,27
CRISP,Hh02G004717,Hh10G019333,11.24184513,414,5,13.07297516,451,87.5,75
CRISP,Hh02G004717,HhUnG022429,7.480565548,318,5,12.91280746,408,88,67
CRISP,Hh02G004717,HhUnG022502,0.83116442,407,5,4.446552277,593,278,92
CRISP,Hh02G004717,HhUnG022504,3.959825754,818,5,12.2666626,1189,841,152
CRISP,Hh02G004717,HhUnG022505,0.768993855,406,5,4.483447552,597,276,92
CRISP,Hh03G008934,Hh03G008935,0.625953615,1227,5,12.81553173,1652,804.5,233
CRISP,Hh03G008934,Hh03G010271,0.692901373,866,5,9.854935646,1320,329,201
CRISP,Hh03G008934,Hh03G010642,0.698769689,1005,5,10.6694746,1321,554,187
CRISP,Hh03G008934,Hh04G012535,1.315351248,949,5,16.47486496,1378,366.5,206
CRISP,Hh03G008934,Hh05G015075,0.731256485,514,5,4.458281517,806,110,123
CRISP,Hh03G008934,Hh10G019333,23.28845215,3071,4,28.16114998,3224,1448,457
CRISP,Hh03G008934,HhUnG022429,0.671845615,1201,5,11.13791275,1535,699,219
CRISP,Hh03G008934,HhUnG022502,2.213233948,757,5,18.48606491,1156,198,179
CRISP,Hh03G008934,HhUnG022504,4.034044743,182,5,7.522603512,229,73.5,38
CRISP,Hh03G008934,HhUnG022505,0.786497474,585,5,7.382766724,933,188.5,147
CRISP,Hh03G008935,Hh03G010271,0.691669285,868,5,16.44902611,1254,285.5,189
CRISP,Hh03G008935,Hh03G010642,0.525702894,981,5,7.437532425,1427,644,201
CRISP,Hh03G008935,Hh04G012535,0.603012681,786,5,6.201556206,1116,334,168
CRISP,Hh03G008935,Hh05G015075,1.151509881,547,5,7.050888538,845,123,130
CRISP,Hh03G008935,Hh10G019333,0.422209769,1143,5,21.35795212,1570,729.5,223
CRISP,Hh03G008935,HhUnG022429,0.437955171,1220,5,8.995154381,1723,836,244
CRISP,Hh03G008935,HhUnG022505,0.771592259,545,5,8.952594757,796,192.5,122
CRISP,Hh03G010271,Hh03G010642,0.548009396,621,5,3.498398066,881,229.5,132
CRISP,Hh03G010271,Hh04G012535,0.735195816,953,5,14.0374403,1445,370,223
CRISP,Hh03G010271,Hh05G015075,2.697998762,684,5,7.036142826,960,128,146
CRISP,Hh03G010271,Hh10G019333,0.486079484,811,5,6.763287544,1183,321.5,181
CRISP,Hh03G010271,HhUnG022429,0.540212929,766,5,3.213909626,1074,295,164
CRISP,Hh03G010271,HhUnG022502,0.763512611,642,5,5.157099247,918,217.5,142
CRISP,Hh03G010271,HhUnG022504,5.715114117,267,5,8.141116142,314,76.5,51
CRISP,Hh03G010642,Hh04G012535,1.134940982,708,5,20.06835747,1008,237.5,147
CRISP,Hh03G010642,Hh05G015075,1.002148628,487,5,5.870358467,770,103.5,120
CRISP,Hh03G010642,Hh10G019333,0.968757868,1041,5,20.47214317,1305,556,181
CRISP,Hh03G010642,HhUnG022429,0.210781008,1140,5,4.41443634,1682,1143,205
CRISP,Hh03G010642,HhUnG022502,0.641163051,445,5,4.869139671,656,145,100
CRISP,Hh04G012535,Hh05G015075,2.041544914,646,5,5.831035614,913,111.5,144
CRISP,Hh04G012535,HhUnG022429,0.79941982,842,5,18.35412598,1200,331,178
CRISP,Hh04G012535,HhUnG022502,0.594897628,540,5,3.622703075,794,203.5,125
CRISP,Hh04G012535,HhUnG022505,0.596747816,540,5,3.594131708,788,204.5,125
CRISP,Hh05G015075,Hh10G019333,1.685623407,623,5,5.251868725,878,149,134
CRISP,Hh05G015075,HhUnG022429,0.926413774,563,5,5.823283195,889,117,139
CRISP,Hh05G015075,HhUnG022502,0.541711986,460,5,3.671597481,684,164,107
CRISP,Hh05G015075,HhUnG022504,3.045620918,111,5,7.868051529,152,35,27
CRISP,Hh05G015075,HhUnG022505,0.582092583,458,5,3.683602095,681,167,107
CRISP,Hh10G019333,HhUnG022429,0.586350083,1176,5,19.41294479,1520,708,213
CRISP,Hh10G019333,HhUnG022502,0.651676059,568,5,5.168690681,829,200.5,130
CRISP,Hh10G019333,HhUnG022504,9.3048172,360,5,15.92026806,451,86.5,75
CRISP,Hh10G019333,HhUnG022505,1.46075654,672,5,10.29646015,1015,203.5,161
CRISP,HhUnG022429,HhUnG022502,0.802287757,589,5,4.496819496,830,194,130
CRISP,HhUnG022429,HhUnG022504,5.821647644,287,5,15.32696247,404,80,67
CRISP,HhUnG022429,HhUnG022505,0.747746289,579,5,4.494926929,831,197,130
CRISP,HhUnG022502,HhUnG022504,1.441853881,447,5,4.870352745,593,279,92
CRISP,HhUnG022502,HhUnG022505,0.179204509,1155,5,0.979088485,1496,1035,200
CRISP,HhUnG022504,HhUnG022505,1.493552685,451,5,4.864085197,597,277,92
LIP,Hh01G001449,Hh02G007641,23.04398918,1704,4,23.3281002,1716,71.5,274
LIP,Hh01G001449,Hh14G021077,1.859186888,2828,5,7.156615734,3979,1013.5,606
LIP,Hh01G002258,Hh02G007641,13.19159698,245,5,15.16373253,265,49.5,38
LIP,Hh01G002258,Hh10G019167,12.17192936,546,2,12.24749851,548,64.5,84
LIP,Hh02G007394,Hh02G008398,1.066652656,1031,5,12.27662182,1640,346.5,257
LIP,Hh02G007394,Hh04G011826,17.11161995,655,4,17.44714928,663,36,104
LIP,Hh02G007394,Hh04G011827,18.73809433,771,4,19.92734528,798,41,126
LIP,Hh02G007394,Hh04G011828,26.12236786,1720,5,29.81020546,1825,55,286
LIP,Hh02G007394,Hh06G016116,1.003005147,1600,5,3.846819639,2177,635.5,330
LIP,Hh02G007394,Hh10G019167,17.08372498,941,5,22.11175537,1047,52,167
LIP,Hh02G007394,Hh12G020432,0.90593636,1437,5,12.41069412,2265,476,352
LIP,Hh02G007641,Hh02G008398,6.984211445,2250,5,9.181882858,2489,741,364
LIP,Hh02G007641,Hh04G011659,1.991777778,1339,5,9.211702347,1892,353.5,287
LIP,Hh02G007641,Hh04G011825,16.91554451,922,5,18.19463158,959,58.5,152
LIP,Hh02G007641,Hh04G011826,23.28185463,1830,1,23.28185463,1830,76.5,287
LIP,Hh02G007641,Hh04G011827,17.9875412,489,1,17.9875412,489,37.5,74
LIP,Hh02G007641,Hh04G011828,15.39346695,1221,5,20.41107941,1397,59.5,218
LIP,Hh02G007641,Hh06G016116,1.340834856,1548,5,7.01176548,2290,419,350
LIP,Hh02G007641,Hh10G019167,20.58966637,1625,5,24.53131676,1770,47.5,278
LIP,Hh02G007641,Hh12G020432,0.869725347,2052,5,2.782944918,2670,919.5,388
LIP,Hh02G008398,Hh04G011659,7.669249058,1282,5,15.07655048,1712,300.5,264
LIP,Hh02G008398,Hh04G011825,24.40255928,566,5,25.22862244,578,50.5,82
LIP,Hh02G008398,Hh04G011826,9.753693581,435,5,12.88834953,489,36,74
LIP,Hh02G008398,Hh06G016116,4.841932297,1488,5,11.97132492,1954,310,305
LIP,Hh02G008398,Hh10G019167,20.66825485,977,5,21.92645836,1011,46.5,155
LIP,Hh03G009331,Hh04G011817,30.34150505,872,1,30.34150505,872,63,136
LIP,Hh03G009331,Hh04G011826,5.027224064,681,5,14.09882545,883,56.5,140
LIP,Hh03G009331,Hh10G019063,11.97268391,194,5,17.33525085,230,43,37
LIP,Hh04G011659,Hh04G011826,14.10810661,566,5,16.12559128,609,46.5,96
LIP,Hh04G011659,Hh06G016116,0.948631227,1218,5,11.19162083,1795,406.5,276
LIP,Hh04G011659,Hh10G019167,24.30833817,1923,5,26.79609489,2024,67,317
LIP,Hh04G011817,Hh04G011826,0.570471287,1822,5,2.754320621,2558,878.5,368
LIP,Hh04G011817,Hh04G011827,0.479475766,1833,5,3.574650288,2478,866.5,356
LIP,Hh04G011825,Hh04G011826,0.652503252,1752,5,14.43409157,2635,1099.5,360
LIP,Hh04G011825,Hh04G011827,0.601350307,1867,5,3.812469244,2389,944,336
LIP,Hh04G011825,Hh04G011828,14.75105762,2659,5,20.47029877,3061,676,455
LIP,Hh04G011826,Hh04G011827,0.499414772,2024,5,2.114667654,2791,1131,389
LIP,Hh04G011826,Hh04G011828,0.781413317,1733,5,2.79476881,2356,705,343
LIP,Hh04G011826,Hh06G016116,23.24029541,1792,1,23.24029541,1792,63,277
LIP,Hh04G011826,Hh12G020432,17.21959114,386,1,17.21959114,386,59,59
LIP,Hh04G011827,Hh04G011828,0.700636029,1704,5,2.931531429,2359,789.5,340
LIP,Hh06G016116,Hh12G020432,1.48408103,1537,5,5.67913723,2252,408,342
LIP,Hh10G019063,Hh10G019167,0.604957223,2233,5,7.859361649,2832,1095,401
LIP,Hh12G020432,Hh14G021077,15.4216404,616,2,15.55121422,619,49.5,94
PLA2,Hh01G001590,Hh01G004111,4.552286148,299,5,5.847800255,333,86.5,51
PLA2,Hh01G001590,Hh03G008694,1.292291522,505,5,2.638944387,635,193,103
PLA2,Hh01G001590,Hh04G011863,8.05104351,365,3,8.408049583,372,49,63
PLA2,Hh01G001590,Hh06G015957,6.595832825,533,5,9.639551163,641,143,98
PLA2,Hh01G001590,Hh07G017101,1.76457262,203,5,5.021970272,268,69,43
PLA2,Hh01G001590,Hh11G019715,0.917275727,260,5,5.435089111,405,110,65
PLA2,Hh01G001590,Hh11G019716,13.19122601,441,4,13.66388416,450,74,72
PLA2,Hh01G001590,Hh14G020926,0.645114481,516,5,2.647053957,737,203.5,118
PLA2,Hh01G001590,Hh16G021921,0.535324335,460,5,1.757525921,618,201,97
PLA2,Hh01G004111,Hh06G015957,13.19515419,473,4,19.88677406,538,80,83
PLA2,Hh01G004111,Hh14G020926,5.534572124,263,5,8.266310692,321,58.5,49
PLA2,Hh03G008694,Hh04G011863,14.15196323,652,5,15.99823952,698,64.5,113
PLA2,Hh03G008694,Hh06G015957,2.152411222,512,5,9.031686783,786,148.5,125
PLA2,Hh03G008694,Hh07G017101,14.15914249,631,5,18.13917923,709,77.5,115
PLA2,Hh03G008694,Hh11G019715,1.091798544,384,5,4.963823318,546,151.5,85
PLA2,Hh03G008694,Hh14G020926,0.722434878,511,5,4.78702116,711,230.5,113
PLA2,Hh04G011863,Hh11G019715,22.97222328,484,1,22.97222328,484,50,79
PLA2,Hh04G011863,Hh11G019743,12.36667061,540,2,12.44592381,542,65,87
PLA2,Hh04G011863,Hh16G021921,14.94425964,402,1,14.94425964,402,61.5,66
PLA2,Hh06G015957,Hh11G019716,1.067625046,164,5,9.31600666,251,76,38
PLA2,Hh06G015957,Hh16G021921,1.280696154,374,5,6.134543896,536,172,80
PLA2,Hh11G019715,Hh11G019743,15.57285023,386,1,15.57285023,386,52.5,62
PLA2,Hh11G019715,Hh14G020926,1.305761099,387,5,9.599153519,552,171,84
PLA2,Hh11G019715,Hh16G021921,1.477407932,463,5,13.50584316,680,138.5,107
PLA2,Hh11G019716,Hh14G020926,7.0172925,360,5,12.00904751,427,131,66
PLA2,Hh11G019716,Hh16G021921,14.7922821,596,5,15.95505905,623,116.5,97
PLI,Hh01G000167,Hh04G011985,26.16419983,291,1,26.16419983,291,35,48
3FTx,Hh02G004177,Hh03G008612,6.128627777,112,5,7.049372196,121,23,20
3FTx,Hh02G004177,Hh03G008631,7.979065418,199,5,13.41246033,243,103,34
3FTx,Hh02G004177,Hh03G023188,3.410802603,160,4,3.70980978,167,70.5,28
3FTx,Hh02G004177,Hh03G023189,3.412606478,159,3,3.715123892,166,65.5,28
3FTx,Hh02G004177,Hh03G023190,3.41080308,160,4,3.709808826,167,70.5,28
3FTx,Hh02G004177,HhUnG022166,12.42540836,219,4,15.80160713,243,103,34
3FTx,Hh02G004177,HhUnG023191,3.41080761,160,4,3.709813595,167,70.5,28
3FTx,Hh02G004177,HhUnG023192,3.412608385,159,3,3.715126514,166,65.5,28
3FTx,Hh02G005288,Hh03G008612,6.788818836,119,3,6.983105659,121,24,20
3FTx,Hh02G005288,Hh03G023188,3.982267857,138,5,4.869006157,153,55.5,26
3FTx,Hh02G005288,Hh03G023190,3.982267618,138,5,4.869002342,153,55.5,26
3FTx,Hh02G005288,HhUnG023191,3.982271433,138,5,4.869008541,153,55.5,26
3FTx,Hh02G005288,HhUnG023192,4.037148952,138,5,4.857520103,152,50.5,26
3FTx,Hh03G008612,Hh03G008631,7.331492424,243,5,12.93877697,288,68.5,43
3FTx,Hh03G008612,Hh03G023188,2.749578714,326,5,4.560575485,396,143.5,57
3FTx,Hh03G008612,Hh03G023189,3.371766567,340,5,4.95531559,396,143.5,57
3FTx,Hh03G008612,HhUnG023191,2.749581337,326,5,4.560578346,396,143.5,57
3FTx,Hh03G008631,Hh03G023188,5.468467712,270,5,13.12505436,343,211,47
3FTx,Hh03G008631,Hh03G023189,5.776200771,276,5,13.11622143,343,211,47
3FTx,Hh03G008631,Hh03G023190,5.468463898,270,5,13.12505341,343,211,47
3FTx,Hh03G008631,HhUnG023191,5.468459129,270,5,13.12505436,343,211,47
3FTx,Hh03G008631,HhUnG023192,5.776200771,276,5,13.11622334,343,211,47
3FTx,Hh03G023188,Hh03G023189,0.064008914,428,5,1.15974915,615,450,81
3FTx,Hh03G023188,HhUnG022166,9.315693855,245,4,11.75076962,266,199,34
3FTx,Hh03G023188,HhUnG023192,0.064008884,428,5,1.159748793,615,450,81
3FTx,Hh03G023189,Hh03G023190,0.06400837,428,5,1.159753084,615,450,81
3FTx,Hh03G023189,HhUnG022166,9.305147171,245,4,11.65545368,266,199,34
3FTx,Hh03G023189,HhUnG023191,0.064010628,428,5,1.159751892,615,450,81
3FTx,Hh03G023190,HhUnG022166,9.315695763,245,4,11.75076962,266,199,34
3FTx,Hh03G023190,HhUnG023192,0.06400837,428,5,1.159752488,615,450,81
3FTx,HhUnG022166,HhUnG023192,9.305150032,245,4,11.6554575,266,199,34
3FTx,HhUnG023191,HhUnG023192,0.064010724,428,5,1.159751296,615,450,81
CRISP,Hh01G000001,Hh01G002297,0.297888041,887,5,16.65111351,1166,752,150
CRISP,Hh01G000001,Hh02G004717,0.666125119,48,5,2.098573208,68,28,11
CRISP,Hh01G000001,Hh03G008934,0.604697943,489,5,3.509505272,662,144.5,100
CRISP,Hh01G000001,Hh03G008935,0.833739936,431,5,10.22125816,677,139.5,98
CRISP,Hh01G000001,Hh03G010271,0.868750513,551,5,12.53364658,835,167,126
CRISP,Hh01G000001,Hh03G010642,1.308935761,535,5,16.89272118,809,147,123
CRISP,Hh01G000001,Hh04G012535,0.557144284,502,5,3.526120186,690,150,104
CRISP,Hh01G000001,Hh05G015075,1.74073875,480,5,5.013229847,643,129.5,96
CRISP,Hh01G000001,Hh10G019333,0.531507015,505,5,4.572870255,703,155.5,106
CRISP,Hh01G000001,HhUnG022429,1.318338156,534,5,15.40411663,809,147,123
CRISP,Hh01G000001,HhUnG022502,0.542517424,564,5,10.15999413,802,503.5,103
CRISP,Hh01G000001,HhUnG022504,0.423523456,47,5,2.028064966,68,28,11
CRISP,Hh01G000001,HhUnG022505,0.53103441,555,5,10.40602016,789,490.5,103
CRISP,Hh01G002297,Hh02G004717,14.23645306,407,5,16.98228264,440,32,68
CRISP,Hh01G002297,Hh03G008934,0.647871494,459,5,3.520562887,623,131,94
CRISP,Hh01G002297,Hh03G008935,0.91299361,441,5,10.09486294,666,130.5,98
CRISP,Hh01G002297,Hh03G010642,1.255898356,543,5,18.01567078,802,140.5,123
CRISP,Hh01G002297,Hh04G012535,0.695156217,539,5,4.579595566,807,154,121
CRISP,Hh01G002297,Hh05G015075,1.916636944,488,5,9.443417549,673,130,101
CRISP,Hh01G002297,Hh10G019333,0.560042024,466,5,3.518921375,674,139.5,102
CRISP,Hh01G002297,HhUnG022429,1.270168781,543,5,16.65006638,802,140.5,123
CRISP,Hh01G002297,HhUnG022502,0.742565393,593,5,14.88125706,872,479,117
CRISP,Hh01G002297,HhUnG022505,0.761989236,602,5,14.84395027,882,498,117
CRISP,Hh02G004717,Hh03G010271,5.584488869,263,5,8.29911232,314,75.5,51
CRISP,Hh02G004717,Hh03G010642,9.889594078,213,1,9.889594078,213,50,35
CRISP,Hh02G004717,Hh04G012535,18.13464546,844,5,19.20934868,874,115,136
CRISP,Hh02G004717,Hh05G015075,3.698898554,144,4,4.144321918,152,34,27
CRISP,Hh02G004717,HhUnG022429,7.480566025,318,5,12.91280746,408,88,67
CRISP,Hh02G004717,HhUnG022502,0.831164896,407,5,4.44655323,593,278,92
CRISP,Hh02G004717,HhUnG022504,3.959825277,818,5,12.2666626,1189,841,152
CRISP,Hh02G004717,HhUnG022505,0.768993735,406,5,4.483448505,597,276,92
CRISP,Hh03G008934,Hh03G010271,0.692900896,866,5,9.854937553,1320,329,201
CRISP,Hh03G008934,Hh03G010642,0.698769629,1005,5,10.6694746,1321,554,187
CRISP,Hh03G008934,Hh04G012535,1.315351009,949,5,16.47486305,1378,366.5,206
CRISP,Hh03G008934,Hh05G015075,0.731256306,514,5,4.45828104,806,110,123
CRISP,Hh03G008934,HhUnG022429,0.671845436,1201,5,11.13791275,1535,699,219
CRISP,Hh03G008934,HhUnG022502,2.213233232,757,5,18.48606491,1156,198,179
CRISP,Hh03G008934,HhUnG022504,4.034044266,182,5,7.522602558,229,73.5,38
CRISP,Hh03G008934,HhUnG022505,0.786496937,585,5,7.38276577,933,188.5,147
CRISP,Hh03G008935,Hh03G010271,0.691668808,868,5,16.44902802,1254,285.5,189
CRISP,Hh03G008935,Hh03G010642,0.525703192,981,5,7.437534332,1427,644,201
CRISP,Hh03G008935,Hh04G012535,0.6030128,786,5,6.201555252,1116,334,168
CRISP,Hh03G008935,Hh05G015075,1.151509643,547,5,7.050888538,845,123,130
CRISP,Hh03G008935,Hh10G019333,0.422209889,1143,5,21.35795212,1570,729.5,223
CRISP,Hh03G008935,HhUnG022429,0.437954754,1220,5,8.995156288,1723,836,244
CRISP,Hh03G008935,HhUnG022502,0.808870912,553,5,8.935121536,801,196.5,122
CRISP,Hh03G008935,HhUnG022504,14.12398243,572,5,16.51643753,619,84,102
CRISP,Hh03G008935,HhUnG022505,0.771591306,545,5,8.952595711,796,192.5,122
CRISP,Hh03G010271,Hh03G010642,0.548009694,621,5,3.498398066,881,229.5,132
CRISP,Hh03G010271,Hh04G012535,0.735195816,953,5,14.03744125,1445,370,223
CRISP,Hh03G010271,Hh10G019333,0.486079335,811,5,6.763288498,1183,321.5,181
CRISP,Hh03G010271,HhUnG022429,0.540213048,766,5,3.213910103,1074,295,164
CRISP,Hh03G010271,HhUnG022502,0.763512552,642,5,5.157098293,918,217.5,142
CRISP,Hh03G010271,HhUnG022505,0.776671827,634,5,5.100678921,906,199.5,142
CRISP,Hh03G010642,Hh04G012535,1.134941459,708,5,20.06835747,1008,237.5,147
CRISP,Hh03G010642,Hh05G015075,1.002148628,487,5,5.87035799,770,103.5,120
CRISP,Hh03G010642,Hh10G019333,0.968757689,1041,5,20.47214317,1305,556,181
CRISP,Hh03G010642,HhUnG022429,0.210780784,1140,5,4.41443491,1682,1143,205
CRISP,Hh03G010642,HhUnG022502,0.641162336,445,5,4.869140148,656,145,100
CRISP,Hh03G010642,HhUnG022505,0.599207699,437,5,4.874024391,657,147,100
CRISP,Hh04G012535,Hh05G015075,2.041544676,646,5,5.83103466,913,111.5,144
CRISP,Hh04G012535,Hh10G019333,1.284084797,894,5,18.37854195,1316,348,196
CRISP,Hh04G012535,HhUnG022502,0.594897866,540,5,3.622703791,794,203.5,125
CRISP,Hh04G012535,HhUnG022504,20.57371712,852,5,21.44530869,874,115,136
CRISP,Hh05G015075,Hh10G019333,1.685623407,623,5,5.251868248,878,149,134
CRISP,Hh05G015075,HhUnG022429,0.926413894,563,5,5.823284149,889,117,139
CRISP,Hh05G015075,HhUnG022502,0.541712224,460,5,3.671597719,684,164,107
CRISP,Hh05G015075,HhUnG022504,3.045620441,111,5,7.868051529,152,35,27
CRISP,Hh05G015075,HhUnG022505,0.582092524,458,5,3.683602333,681,167,107
CRISP,Hh10G019333,HhUnG022429,0.586348951,1176,5,19.41294479,1520,708,213
CRISP,Hh10G019333,HhUnG022502,0.651675165,568,5,5.168690205,829,200.5,130
CRISP,Hh10G019333,HhUnG022504,9.304818153,360,5,15.92026806,451,86.5,75
CRISP,Hh10G019333,HhUnG022505,1.460755825,672,5,10.29646015,1015,203.5,161
CRISP,HhUnG022429,HhUnG022502,0.802287698,589,5,4.49682045,830,194,130
CRISP,HhUnG022429,HhUnG022504,5.821647644,287,5,15.32696342,404,80,67
CRISP,HhUnG022429,HhUnG022505,0.747746408,579,5,4.494927406,831,197,130
CRISP,HhUnG022502,HhUnG022504,1.441853285,447,5,4.870353222,593,279,92
CRISP,HhUnG022502,HhUnG022505,0.179204464,1155,5,0.979088306,1496,1035,200
CRISP,HhUnG022504,HhUnG022505,1.493553281,451,5,4.864085674,597,277,92
LIP,Hh01G001449,Hh01G002258,25.48926353,1608,4,25.6121769,1613,60.5,255
LIP,Hh01G001449,Hh10G019063,28.70168686,1292,2,28.77359772,1294,60.5,203
LIP,Hh01G001449,Hh14G021077,1.859186769,2828,5,7.156615257,3979,1013.5,606
LIP,Hh01G002258,Hh04G011827,17.25045586,1340,5,18.05737114,1373,52,216
LIP,Hh01G002258,Hh10G019167,12.17192841,546,2,12.2474966,548,64.5,84
LIP,Hh02G007394,Hh02G007641,1.00522542,1374,5,9.928888321,2105,442.5,328
LIP,Hh02G007394,Hh02G008398,1.066653252,1031,5,12.27662277,1640,346.5,257
LIP,Hh02G007394,Hh03G009331,15.99706459,294,1,15.99706459,294,43.5,47
LIP,Hh02G007394,Hh04G011827,18.73809433,771,4,19.92734337,798,41,126
LIP,Hh02G007394,Hh04G011828,26.12236786,1720,5,29.81020355,1825,55,286
LIP,Hh02G007394,Hh06G016116,1.003005266,1600,5,3.846819639,2177,635.5,330
LIP,Hh02G007394,Hh12G020432,0.905936122,1437,5,12.41069412,2265,476,352
